ticker,ff_48
AMRX,41
AMS,12
AMSC,36
AMSF,45
AMST,
AMSWA,34
AMTB,
AMTBB,
AMTD,47
AMTI,
AMTX,46
AMWD,17
AMWL,34
AMZN,34
AN,42
ANAB,
ANAT,45
ANDE,41
ANET,35
ANF,42
ANGI,
ANGO,12
ANIK,13
ANIP,13
ANIX,35
ANNX,
ANSS,34
ANTM,45
ANVS,13
AOBC,26
AOS,9
AOUT,
AP,19
APA,30
APAM,47
APD,14
APDN,34
APEI,33
APEN,
APEX,10
APG,47
APH,36
APLS,
APLT,
APO,47
APOG,9
APPF,
APPN,
APPS,34
APRE,
APRN,42
APT,12
APTX,
APVO,
APXT,
APY,41
APYX,12
AQB,
AQMS,
AQST,
AQUA,21
AR,30
ARA,11
ARAV,
ARAY,12
ARC,34
ARCB,40
ARCH,29
ARCT,
ARDS,
ARDX,13
AREC,
ARES,47
ARKO,
ARKR,43
ARL,46
ARLO,6
ARMK,43
ARMP,13
ARNA,34
ARNC,19
AROC,34
AROW,44
ARPO,
ARQL,13
ARQT,
ARRY,
ARTL,
ARTNA,31
ARTW,21
ARVN,
ARW,41
ARWR,34
ASAN,34
ASAQ,47
ASB,44
ASFI,44
ASGN,34
ASH,41
ASIX,14
ASLE,
ASMB,
ASNA,42
ASO,
ASPN,14
ASPU,
ASRT,13
ASRV,44
ASTC,26
ASTE,21
ASUR,36
ASYS,36
ATCX,
ATEC,12
ATEN,35
ATEX,
ATGE,33
ATHA,
ATHX,13
ATI,19
ATKR,17
ATLC,44
ATLO,44
ATNF,
ATNI,32
ATNM,13
ATNX,
ATO,31
ATOM,
ATOS,
ATR,15
ATRA,13
ATRC,12
ATRI,31
ATRO,39
ATRS,12
ATSG,40
ATUS,32
ATVI,34
ATXI,
AUB,44
AUBN,44
AUMN,27
AUTO,8
AUVI,
AVA,31
AVAV,24
AVCO,
AVCT,34
AVD,14
AVEO,
AVGO,
AVGR,
AVID,34
AVIR,
AVLR,34
AVNS,12
AVNT,14
AVNW,36
AVO,
AVP,9
AVRO,
AVT,41
AVTR,18
AVX,36
AVXL,34
AVY,15
AVYA,36
AWH,34
AWI,22
AWK,31
AWR,31
AWRE,34
AWX,48
AX,44
AXAS,30
AXDX,34
AXE,41
AXGN,12
AXL,23
AXLA,
AXNX,
AXP,44
AXR,46
AXSM,
AXTI,36
AYI,22
AYLA,
AYRO,32
AYTU,
AYX,34
AZEK,47
AZO,42
AZPN,34
AZRX,
AZYO,
AZZ,22
B,17
BA,24
BAC,44
BAH,34
BALY,43
BANC,44
BAND,
BANF,44
BANR,44
BASI,36
BATL,30
BATRA,
BATRK,
BAX,12
BBBY,42
BBCP,
BBGI,32
BBI,13
BBIG,
BBIO,
BBQ,43
BBSI,34
BBW,42
BBX,44
BBY,42
BC,21
BCAB,
BCBP,44
BCC,38
BCDA,
BCEI,30
BCEL,
BCLI,32
BCML,
BCO,34
BCOR,35
BCOV,
BCOW,
BCPC,14
BCRX,13
BCSF,47
BCTF,47
BCTG,
BDC,41
BDGE,44
BDL,43
BDR,36
BDSI,13
BDSX,
BDTX,
BDX,12
BE,36
BEAM,
BEAT,11
BECN,41
BEEM,
BELFA,36
BELFB,36
BEN,47
BERY,15
BF,4
BFAM,33
BFC,
BFI,
BFIN,44
BFST,
BFT,47
BFYT,
BGCP,34
BGFV,42
BGG,23
BGS,2
BGSF,34
BH,2
BHB,47
BHE,36
BHF,
BHLB,44
BHTG,
BIG,42
BIGC,
BIIB,13
BILL,34
BIMI,32
BIO,37
BIOC,
BIOL,12
BIOS,11
BIVI,
BJ,42
BJRI,43
BK,44
BKD,11
BKE,42
BKH,31
BKI,34
BKJ,44
BKNG,34
BKR,21
BKSC,44
BKTI,36
BKU,44
BKYI,35
BL,
BLBD,
BLCM,
BLD,18
BLDR,42
BLFS,12
BLI,
BLIN,34
BLK,47
BLKB,34
BLL,39
BLMN,
BLNK,
BLPH,
BLUE,
BMCH,
BMI,37
BMRA,13
BMRC,44
BMRG,47
BMRN,13
BMTC,44
BMY,13
BNED,42
BNFT,
BNGO,
BNTC,
BOCH,44
BOH,44
BOKF,44
BOLD,
BOMN,
BOOM,17
BOOT,42
BOTJ,44
BOWX,
BOX,34
BOXL,
BPFH,44
BPMC,
BPMX,13
BPOP,44
BPRN,
BPTH,42
BR,34
BRBR,21
BRBS,44
BRC,34
BREW,4
BREZ,
BRID,2
BRK,45
BRKL,44
BRKR,37
BRKS,21
BRN,30
BRO,45
BRP,
BRPA,
BRPM,34
BRY,
BSBK,
BSET,9
BSGM,
BSQR,34
BSRR,44
BSTC,13
BSVN,
BSX,12
BSY,
BTAI,
BTN,9
BTU,29
BURG,34
BURL,42
BUSE,44
BV,1
BVH,44
BVSN,35
BW,22
BWA,23
BWAC,
BWB,
BWEN,13
BWFG,44
BWL,7
BWMC,
BWXT,20
BX,47
BXC,41
BXG,46
BXRX,
BXS,44
BY,47
BYD,7
BYFC,44
BYND,
BZH,18
C,44
CAAS,23
CABA,
CABO,32
CAC,44
CACC,44
CACI,35
CADE,44
CAG,2
CAH,11
CAI,47
CAKE,43
CAL,42
CALA,
CALB,
CALM,1
CALX,36
CAMP,36
CAPA,
CAPR,34
CAR,46
CARA,
CARE,
CARG,
CARO,44
CARR,21
CARS,41
CART,44
CARV,44
CASA,
CASH,44
CASI,13
CASS,34
CASY,42
CAT,21
CATB,
CATC,
CATO,42
CATS,
CATY,44
CBAN,44
CBAT,22
CBAY,13
CBB,32
CBFV,
CBIO,13
CBLI,34
CBMB,
CBMG,
CBNK,
CBPX,41
CBRE,46
CBRL,43
CBSH,47
CBT,14
CBTX,
CBU,44
CBZ,34
CC,14
CCAP,
CCB,
CCBG,44
CCCC,
CCF,40
CCIV,47
CCK,39
CCMP,17
CCNC,
CCNE,44
CCO,34
CCOI,32
CCRN,34
CCS,18
CCX,34
CCXI,
CCXX,47
CDAK,
CDAY,34
CDE,27
CDEV,
CDK,
CDLX,
CDMO,13
CDNA,11
CDNS,34
CDTX,
CDW,
CDXC,
CDXS,
CDZI,1
CE,14
CECE,21
CEI,30
CEIX,30
CELC,
CELH,28
CEMI,47
CENT,41
CENTA,41
CENX,19
CERC,
CERE,
CERN,35
CERS,13
CERT,
CETX,
CEVA,36
CF,14
CFB,
CFBI,
CFBK,44
CFFA,
CFFI,44
CFFN,44
CFG,47
CFII,
CFMS,
CFR,47
CFRX,
CFX,21
CGA,14
CGBD,
CGIX,11
CGNX,37
CGRO,
CHAP,30
CHAQ,47
CHCI,18
CHCO,44
CHD,9
CHDN,7
CHE,47
CHEF,
CHFS,
CHGG,33
CHH,43
CHK,30
CHMA,
CHMG,
CHNG,
CHPM,
CHRA,48
CHRS,
CHRW,40
CHS,42
CHTR,32
CHUY,
CHWY,42
CHX,41
CI,45
CIA,45
CIDM,34
CIEN,36
CIIC,
CINF,45
CIR,17
CIT,44
CIVB,44
CIX,22
CIZN,44
CJJD,28
CKH,30
CKPT,
CKX,30
CL,9
CLAR,34
CLBK,
CLBS,11
CLCT,34
CLDB,
CLDR,34
CLDX,13
CLF,28
CLFD,37
CLGX,34
CLH,48
CLII,47
CLIR,
CLNE,31
CLNN,
CLPT,12
CLR,41
CLRB,34
CLRO,36
CLSD,
CLSK,
CLSN,13
CLUB,7
CLVS,
CLW,38
CLX,9
CLXT,
CMA,44
CMC,19
CMCO,21
CMCSA,32
CMD,12
CME,47
CMG,43
CMI,21
CMLF,
CMLS,
CMP,28
CMPI,
CMRX,
CMS,31
CMT,15
CMTL,22
CNA,45
CNAT,
CNBKA,44
CNC,45
CNCE,
CNDT,34
CNET,34
CNFR,
CNK,7
CNMD,12
CNNB,
CNNE,47
CNO,45
CNOB,44
CNP,31
CNR,17
CNS,47
CNSL,32
CNSP,
CNST,
CNTY,7
CNX,30
CNXC,47
CNXN,42
COCP,
CODA,
CODX,
COF,47
COFS,
COG,30
COGT,
COHN,47
COHR,37
COHU,37
COKE,3
COLB,44
COLL,
COLM,41
COMM,
CONN,42
CONX,
COO,12
COOP,44
COP,30
CORE,41
CORT,13
COST,42
COTY,9
COUP,
COWN,
CPAA,
CPAH,34
CPB,2
CPE,30
CPF,44
CPHC,7
CPHI,13
CPIX,13
CPK,31
CPRT,41
CPRX,13
CPS,23
CPSH,9
CPSI,34
CPSR,47
CPSS,44
CPST,22
CR,17
CRAI,34
CRBP,
CRC,30
CRCM,33
CRD,45
CRDF,
CREE,36
CREG,4
CREX,
CRI,42
CRIS,13
CRK,30
CRL,34
CRM,34
CRMD,13
CRMT,32
CRNC,
CRNX,
CROX,10
CRS,19
CRSA,
CRSR,
CRTD,
CRTX,
CRUS,36
CRVL,45
CRVS,
CRWD,
CRWS,16
CRY,12
CSBR,43
CSCO,36
CSFL,44
CSGP,46
CSGS,34
CSII,13
CSL,15
CSLT,34
CSOD,
CSPI,35
CSPR,42
CSS,42
CSSE,
CSTL,
CSTR,
CSU,11
CSV,33
CSWI,
CSX,40
CTAC,
CTAS,10
CTB,23
CTBI,44
CTEK,34
CTG,34
CTHR,9
CTIB,15
CTIC,13
CTL,32
CTLT,13
CTMX,
CTO,46
CTRA,29
CTRC,9
CTRN,42
CTS,36
CTSH,34
CTSO,34
CTVA,1
CTXR,
CTXS,34
CUB,37
CUBI,44
CUE,
CUI,34
CULP,16
CUO,21
CURI,
CURO,34
CUTR,12
CVA,48
CVBF,44
CVCO,38
CVCY,44
CVET,
CVGI,23
CVGW,1
CVI,30
CVIA,28
CVLB,
CVLG,40
CVLT,34
CVLY,44
CVM,34
CVNA,42
CVR,17
CVS,42
CVTI,40
CVU,24
CVV,21
CVX,30
CW,17
CWBC,44
CWBR,
CWEN,31
CWH,42
CWST,48
CWT,31
CXDC,28
CXDO,35
CXO,30
CY,36
CYAN,13
CYBE,37
CYCC,13
CYCN,
CYH,11
CYRX,
CYTH,
CYTK,13
CZNC,47
CZR,
CZWI,44
D,31
DAIO,35
DAKT,
DAL,40
DAN,23
DAR,48
DARE,
DASH,42
DBCP,
DBD,34
DBDR,
DBI,42
DBX,
DCAR,32
DCI,21
DCO,24
DCOM,44
DCPH,
DCRB,
DCT,
DCTH,12
DD,14
DDD,34
DDOG,
DDS,42
DE,21
DEAC,
DECK,10
DELL,35
DEN,30
DENN,43
DERM,
DFFN,9
DFHT,
DFIN,34
DFNS,34
DFPH,
DFS,44
DG,42
DGICA,45
DGICB,45
DGII,35
DGLY,36
DGX,11
DHI,18
DHIL,47
DHR,41
DHX,34
DIN,43
DIOD,36
DIS,34
DISCA,32
DISCB,32
DISCK,32
DISH,32
DIT,41
DJCO,8
DK,30
DKNG,
DKS,42
DLA,41
DLB,6
DLHC,34
DLPN,
DLTH,
DLTR,42
DLX,8
DM,47
DMPI,
DMRC,
DMTK,
DMYD,47
DMYT,34
DNB,34
DNKN,
DNLI,
DNMR,47
DNOW,21
DNR,30
DO,30
DOCU,
DOMO,
DORM,41
DOV,
DOW,14
DPHC,
DPLO,42
DPW,36
DPZ,43
DRAD,12
DRI,43
DRIO,
DRNA,
DRQ,21
DRRX,13
DRTT,
DS,47
DSKE,
DSPG,34
DSS,35
DT,34
DTE,31
DTIL,
DTSS,
DUK,31
DUOT,
DVA,11
DVAX,13
DVD,7
DVN,30
DWSN,30
DXC,34
DXCM,12
DXLG,42
DXPE,41
DXR,12
DXYN,16
DY,18
DYAI,15
DYN,
DYNT,36
DZSI,36
EA,34
EAF,22
EAR,
EAST,
EAT,43
EB,34
EBAY,34
EBC,
EBF,38
EBIX,35
EBMT,47
EBS,13
EBSB,44
EBTC,47
ECHO,
ECL,37
ECOL,48
ECOM,34
ECOR,
ECPG,44
ED,31
EDIT,
EDNT,
EDTX,
EDUC,41
EE,31
EEFT,44
EEX,34
EFOI,22
EFSC,47
EFX,34
EGAN,34
EGBN,44
EGHT,32
EGOV,35
EGRX,
EGY,30
EHC,11
EHTH,45
EIC,
EIDX,
EIG,45
EIGI,
EIGR,
EIX,31
EKSO,
EL,9
ELA,41
ELAN,13
ELF,9
ELGX,12
ELMD,12
ELOX,13
ELSE,37
ELVT,44
ELY,6
ELYS,
EMAN,36
EMCF,47
EME,18
EMKR,36
EML,17
EMMS,32
EMN,14
EMR,21
ENFC,
ENG,34
ENLC,40
ENOB,
ENPC,47
ENPH,
ENR,9
ENS,21
ENSG,11
ENSV,30
ENT,
ENTA,
ENTG,15
ENV,34
ENVA,44
ENVB,36
ENZ,11
EOG,30
EOLS,
EOSE,47
EPAC,21
EPAM,34
EPAY,34
EPC,9
EPIX,
EPM,30
EPZM,
EQ,
EQBK,
EQD,47
EQH,45
EQT,30
EQX,47
ERA,30
ERES,
ERI,
ERIE,45
ERII,
ES,31
ESBK,44
ESCA,6
ESE,36
ESI,14
ESP,36
ESPR,
ESQ,
ESSA,47
ESTE,30
ESXB,44
ETAC,
ETFC,47
ETH,42
ETM,32
ETNB,
ETON,
ETR,31
ETRN,31
ETSY,
ETTX,
EV,47
EVBG,
EVBN,44
EVC,32
EVER,
EVFM,
EVH,34
EVI,41
EVK,10
EVLO,
EVOK,
EVOL,34
EVOP,
EVR,47
EVRG,31
EVRI,34
EVSI,
EVTC,34
EW,12
EWBC,44
EXAS,34
EXC,31
EXEL,34
EXLS,34
EXP,17
EXPC,
EXPD,40
EXPE,32
EXPI,
EXPO,34
EXPR,42
EXTN,34
EXTR,35
EYE,
EYEG,
EYEN,
EYES,
EYPT,13
EZPW,44
F,23
FAF,45
FAII,28
FANG,
FARM,2
FARO,37
FAST,42
FAT,
FATE,
FB,34
FBC,44
FBHS,38
FBIO,13
FBIZ,44
FBK,44
FBM,41
FBMS,44
FBNC,44
FBP,44
FBRX,
FBSS,44
FC,34
FCAC,
FCAP,44
FCBC,44
FCBP,
FCCO,44
FCCY,44
FCEL,22
FCF,44
FCFS,44
FCN,34
FCNCA,44
FCX,28
FDBC,
FDEF,44
FDMT,
FDS,34
FDX,40
FE,31
FEAC,47
FEIM,37
FELE,22
FET,21
FEYE,
FF,14
FFBC,44
FFBW,
FFG,18
FFIC,44
FFIN,44
FFIV,34
FFNW,44
FFWM,
FGBI,
FGEN,
FGF,
FGNA,47
FHB,
FHI,47
FHN,44
FHTX,
FIBK,
FICO,34
FII,47
FIII,
FIS,34
FISI,44
FISV,34
FIT,42
FITB,47
FIVE,
FIVN,
FIX,18
FIXX,
FIZZ,3
FL,42
FLDM,
FLGT,
FLIC,44
FLIR,36
FLL,43
FLMN,
FLNT,32
FLO,2
FLOW,21
FLR,34
FLS,21
FLT,34
FLUX,
FLWS,42
FLXN,
FLXS,9
FMAC,47
FMAO,
FMBH,44
FMBI,44
FMC,14
FMCI,
FMNB,44
FMTX,
FNB,44
FNCB,
FND,42
FNF,47
FNHC,45
FNJN,14
FNKO,
FNLC,44
FNWB,
FOCS,
FOE,14
FOLD,13
FONR,12
FOR,46
FORD,9
FORM,37
FORR,34
FOSL,9
FOUR,34
FOX,
FOXA,
FOXF,
FPAC,47
FPAY,
FPH,46
FPRX,
FRAF,
FRAN,
FRBA,44
FRBK,44
FRC,44
FRD,19
FREE,
FREQ,
FRG,33
FRGI,
FRHC,30
FRME,44
FRPH,40
FRPT,
FRTA,
FSB,44
FSBC,44
FSBW,
FSCT,
FSDC,
FSEA,
FSFG,44
FSI,6
FSLR,36
FSLY,34
FSR,8
FSRV,
FSS,23
FST,47
FSTR,19
FSTX,
FTAC,
FTAI,34
FTDR,
FTEK,41
FTFT,34
FTHM,
FTIV,
FTK,14
FTNT,
FTR,31
FTSI,30
FTSV,
FTV,36
FUBO,7
FUL,14
FULC,
FULT,44
FUNC,44
FUSB,47
FUSE,47
FUV,
FVAC,46
FVAM,
FVCB,
FVE,11
FWONA,
FWONK,
FWRD,40
FXNC,
GABC,44
GAIA,34
GALT,13
GATO,28
GATX,34
GBCI,44
GBIO,
GBL,47
GBLI,45
GBR,30
GBS,
GBT,
GBX,21
GCAP,47
GCBC,44
GCI,8
GCMG,
GCO,42
GCP,14
GD,24
GDDY,35
GDEN,7
GDI,21
GDOT,34
GDP,30
GDRX,
GDYN,
GE,21
GEC,34
GEF,39
GEG,34
GEN,11
GENC,21
GEOS,37
GERN,13
GES,42
GEVO,
GFED,44
GFF,41
GFN,34
GGG,21
GGO,47
GH,
GHC,34
GHIV,
GHL,47
GHLD,44
GHM,21
GHSI,
GIFI,17
GIII,10
GIK,34
GILD,13
GIS,2
GIX,47
GKOS,37
GL,45
GLBZ,44
GLDD,18
GLG,
GLIBA,32
GLOW,32
GLSI,
GLT,38
GLTO,
GLUU,34
GLW,19
GLYC,
GM,23
GMBL,
GME,42
GMED,12
GMHI,
GMO,28
GMS,41
GNC,42
GNCA,
GNE,31
GNK,40
GNLN,
GNMK,
GNMX,34
GNOG,
GNPX,
GNRC,22
GNRS,
GNSS,6
GNTX,23
GNTY,44
GNUS,
GNW,45
GO,
GOAC,34
GOCO,
GOED,34
GOEV,
GOGO,
GOLF,6
GOOG,34
GOOGL,34
GORO,27
GOSS,
GOVX,
GPAQ,
GPC,41
GPI,42
GPK,38
GPN,34
GPOR,30
GPRE,14
GPRO,
GPS,42
GPX,34
GRA,14
GRAF,47
GRAY,
GRBK,14
GRC,21
GRIF,1
GRIL,
GRNQ,
GROW,47
GRPN,
GRSH,
GRSV,
GRTS,
GRTX,
GRUB,42
GRWG,
GS,47
GSAH,47
GSAT,32
GSB,34
GSBC,44
GSHD,
GSIT,36
GSKY,
GT,23
GTE,30
GTHX,
GTIM,43
GTLS,20
GTN,32
GTS,45
GTT,34
GTX,24
GTYH,
GURE,34
GV,18
GVA,18
GVP,34
GWAC,
GWB,44
GWGH,
GWRE,34
GWRS,
GWW,41
GXGX,
GYRO,
H,43
HA,40
HABT,
HAE,12
HAFC,44
HAIN,2
HAL,30
HALL,45
HALO,13
HAPP,
HARP,
HAS,6
HAYN,19
HBAN,44
HBB,9
HBCP,
HBI,42
HBIO,37
HBMD,44
HBNC,44
HBP,41
HBT,
HCA,11
HCAC,
HCAT,
HCC,41
HCCI,48
HCCO,
HCDI,
HCHC,32
HCI,45
HCKT,34
HCR,28
HCSG,34
HD,42
HDS,
HDSN,14
HE,47
HEAR,
HEC,
HEES,34
HEI,24
HEPA,13
HES,30
HESM,30
HFBL,44
HFC,30
HFEN,
HFFG,
HFWA,44
HGBL,11
HGEN,
HGSH,34
HGV,43
HHC,46
HHS,34
HI,26
HIBB,42
HIFS,44
HIG,45
HII,41
HIIQ,
HIL,34
HJLI,
HL,27
HLI,47
HLIO,17
HLIT,22
HLNE,
HLT,43
HLX,30
HMHC,
HMN,45
HMNF,44
HMST,
HMSY,34
HMTV,32
HNGR,32
HNI,38
HNNA,47
HNRG,30
HOFT,9
HOFV,
HOG,9
HOL,
HOLX,12
HOMB,44
HOME,42
HON,41
HONE,
HOOK,
HOPE,44
HOTH,
HOV,18
HP,30
HPE,34
HPK,
HPQ,35
HPR,30
HQI,
HQY,
HRB,33
HRC,12
HRI,34
HRL,2
HRMY,
HROW,28
HRTG,45
HRTX,14
HSC,20
HSDT,
HSIC,41
HSII,34
HSKA,13
HSON,34
HSTM,33
HSTO,
HSY,3
HTBI,
HTBK,44
HTBX,
HTGM,
HTH,44
HTLD,40
HTLF,44
HTZ,33
HUBB,22
HUBG,40
HUBS,34
HUM,45
HUN,14
HURC,21
HURN,34
HUSA,30
HVBC,
HVT,42
HWBK,44
HWC,44
HWCC,41
HWKN,41
HWM,19
HXL,41
HY,41
HYAC,
HYFM,
HYLN,47
HYMC,
HYRE,
HZN,23
HZO,42
IAA,41
IAC,32
IART,13
IBCP,44
IBIO,13
IBKC,44
IBKR,47
IBM,34
IBOC,44
IBP,18
IBTX,
ICAD,35
ICBK,
ICCC,13
ICCH,
ICD,30
ICE,47
ICFI,34
ICON,10
ICPT,
ICUI,12
ID,47
IDA,31
IDCC,36
IDEX,42
IDN,34
IDRA,13
IDT,32
IDXG,34
IDXX,13
IDYA,
IEA,
IEC,36
IESC,18
IEX,21
IFF,14
IFMK,
IGAC,
IGC,34
IGMS,
IHC,45
IHRT,
III,34
IIIN,19
IIIV,
IIN,36
IIVI,37
IKNX,9
IKT,
ILMN,37
IMAC,
IMBI,42
IMGN,13
IMH,44
IMKTA,42
IMMR,35
IMMU,13
IMNM,
IMRA,
IMUX,
IMVT,
IMXI,
INAP,34
INAQ,
INBK,44
INBX,
INCY,34
INDB,44
INFI,13
INFN,36
INFU,12
INGN,
INGR,2
INMB,
INNT,
INO,37
INOD,34
INOV,
INPX,
INS,17
INSE,
INSG,32
INSM,13
INSP,12
INST,34
INSU,
INT,41
INTC,36
INTG,46
INTL,47
INTT,37
INTU,34
INTZ,36
INUV,34
INVA,13
INVE,35
INVO,
INWK,8
INZY,
IO,34
IONS,13
IOR,47
IOSP,14
IOTS,
IOVA,40
IP,38
IPAR,41
IPDN,
IPG,34
IPGP,36
IPHI,36
IPHS,41
IPI,28
IPV,47
IPWR,
IQV,34
IR,21
IRBT,34
IRDM,32
IRIX,12
IRMD,
IROQ,
IRTC,
IRWD,
ISBC,47
ISDR,34
ISEE,
ISIG,41
ISNS,37
ISR,12
ISRG,12
ISSC,36
ISTR,44
IT,34
ITAC,
ITCI,
ITGR,32
ITI,36
ITIC,45
ITOS,
ITP,34
ITRI,35
ITT,21
ITW,21
IVAC,21
IVC,12
IZEA,
J,34
JACK,43
JAG,30
JAGX,
JAKK,6
JAMF,
JAN,42
JASN,
JAX,43
JBHT,40
JBL,36
JBLU,40
JBSS,3
JBT,21
JCOM,32
JCP,42
JCS,22
JEF,41
JELD,17
JIH,8
JILL,42
JJSF,2
JKHY,35
JLL,46
JMP,47
JNCE,
JNJ,13
JNPR,35
JOB,34
JOE,46
JOUT,6
JPM,44
JRSH,
JUPW,
JVA,2
JW,8
JWN,42
JYAC,
JYNT,
K,2
KAI,21
KALA,
KALU,19
KALV,
KAMN,41
KAR,41
KBAL,6
KBH,18
KBLM,
KBNT,
KBR,18
KCAC,34
KDMN,13
KDNY,
KDP,3
KE,
KELYA,34
KELYB,34
KEM,36
KEQU,41
KERN,
KEX,40
KEY,44
KEYS,37
KFFB,44
KFRC,34
KFY,34
KGJI,34
KHC,
KIDS,
KIN,
KINS,47
KIRK,42
KKR,42
KLAC,37
KLDO,
KLIC,21
KLR,47
KLXE,
KMB,9
KMI,31
KMPH,
KMPR,45
KMT,21
KMX,42
KN,41
KNDI,23
KNL,38
KNSL,
KNTE,
KNX,40
KO,3
KOD,
KODK,9
KOP,17
KOPN,36
KOS,30
KOSS,6
KPTI,
KR,42
KRA,14
KRBP,
KRMD,12
KRNY,44
KRO,14
KRON,
KROS,
KRTX,
KRUS,
KRYS,
KSPN,42
KSS,42
KSU,40
KTB,16
KTCC,35
KTOS,32
KTRA,
KURA,
KVHI,36
KW,46
KWR,30
KYMR,
KZR,
L,45
LACQ,
LAD,42
LAKE,12
LANC,2
LARK,44
LASR,
LAUR,
LAWS,41
LAZR,
LAZY,
LB,42
LBAI,47
LBC,
LBRDA,
LBRDK,
LBRT,30
LBY,9
LC,44
LCA,
LCAP,
LCI,13
LCII,23
LCNB,44
LCTX,13
LCUT,41
LCY,
LDL,23
LDOS,34
LE,
LEA,23
LEAF,34
LECO,21
LEDS,
LEE,8
LEG,41
LEGH,
LEN,18
LESL,
LEU,28
LEVI,10
LEVL,
LFAC,
LFTR,
LFUS,36
LFVN,47
LGC,47
LGIH,
LGL,36
LGND,13
LGVW,47
LH,11
LHCG,11
LHX,36
LIFE,
LII,22
LINC,33
LIND,
LIQT,47
LITE,
LIVE,34
LIVX,
LIXT,
LJPC,13
LKFN,44
LKQ,41
LL,42
LLEX,30
LLNW,34
LLY,13
LM,47
LMAT,12
LMB,
LMFA,
LMND,45
LMNR,
LMNX,34
LMPX,
LMST,47
LMT,26
LNC,45
LNDC,14
LNG,31
LNN,21
LNSR,
LNT,31
LNTH,
LOAK,47
LOAN,8
LOB,
LOCO,43
LODE,27
LOGC,
LOGM,
LONE,30
LOOP,
LOPE,
LORL,32
LOVE,
LOW,42
LPCN,2
LPI,30
LPLA,
LPRO,
LPSN,34
LPTH,
LPTX,
LPX,17
LQDA,
LQDT,34
LRCX,21
LRMR,
LRN,33
LSAC,
LSAQ,
LSBK,44
LSCC,36
LSF,2
LSTR,40
LSXMA,
LSXMB,
LSXMK,
LTBR,28
LTHM,41
LTRN,
LTRPA,
LTRPB,
LTRX,35
LTS,47
LUB,43
LULU,42
LUMN,32
LUMO,
LUNA,34
LUNG,
LUV,40
LUXA,
LVGO,
LVS,18
LW,2
LWAY,2
LXRX,34
LXU,14
LYFT,
LYRA,
LYTS,22
LYV,7
LZB,41
M,42
MA,34
MAAC,
MACK,
MACU,
MAN,34
MANH,34
MANT,34
MAR,43
MARA,
MARK,32
MAS,17
MASI,12
MASS,
MAT,6
MATW,19
MATX,40
MAX,45
MAXR,34
MAYS,46
MBCN,
MBI,45
MBII,41
MBIN,
MBIO,
MBOT,13
MBRX,
MBUU,
MBWM,44
MC,47
MCAC,
MCB,44
MCBC,47
MCBS,
MCD,43
MCF,30
MCFE,
MCFT,
MCHP,36
MCHX,34
MCK,11
MCMJ,
MCO,34
MCRB,
MCRI,7
MCS,43
MCY,45
MD,11
MDB,
MDC,18
MDCO,13
MDGL,13
MDIA,
MDLA,34
MDLY,47
