OI
COO
BWA
GIII
TGE
ASUR
DT
RXN
AMRS
AEYE
HTH
AC
PANW
KOS
ARAV
FE
SUM
AA
WMT
CLDB
CRBP
CPRT
TKR
FTSV
PRSP
YUM
ATR
SPPI
LITE
RPM
PRFT
PRNB
DF
JEC
AKTS
VERI
CPHI
ABEO
EXPD
PH
CNC
NSC
PBYI
SESN
CHRW
CME
CBAY
VIAV
SMBK
EHTH
MDSO
VCTR
KDP
BOOM
OSS
PRU
IFF
EV
UNT
HUN
RAVN
DPZ
BCML
ETSY
MLSS
CTIC
LPLA
ASNA
CSL
HLT
DDOG
KMX
AIMT
AJRD
WWE
ALEX
XRAY
ETR
OPRX
PZZA
MNST
SEAS
LNN
GRC
GPI
NVR
LNT
PI
KEY
BAND
GBX
IIVI
WD
HOME
DVA
SEM
GORO
HSC
PTCT
INTC
AN
NMRK
CATO
PECK
BIIB
BHGE
KEYS
YTEN
GPK
CTRC
GOSS
ASH
CVBF
MSG
EVFM
AAPL
WU
AXNX
ATVI
CRMD
PRVB
MRLN
IOVA
DCAR
HRTG
ORI
WERN
LXRX
FOR
TYHT
PROS
PSX
AMED
SYF
KBR
HMN
MMC
AEL
CTO
FCX
CRIS
ZM
IPHI
FICO
BECN
AGCO
DECK
EXC
FLMN
LLEX
MSCI
CLW
YOGA
SES
CARB
NWE
WYY
SPGI
AQXP
TPX
MRC
TNDM
AZPN
EGRX
ADI
SNBR
ZGNX
ELAN
AVID
CTRV
AR
MXIM
AYTU
LWAY
DDD
WTR
SCHW
ERA
TEUM
CLDR
TR
AMD
PXD
HON
PACW
VXRT
PEP
PAR
LHX
MINI
AVRO
NX
XLNX
NFLX
AKCA
BLL
OTLK
CLF
FEYE
DAKT
KO
TFX
UPWK
KEX
EQT
AOS
AEMD
QUAD
ADES
BK
PTI
ADVM
DOVA
AEY
CF
L
CBT
OUT
UNH
MIDD
ETRN
D
XBIT
TMST
ANF
NRG
UFPI
COHR
DDS
PTN
PODD
PETS
HUM
ADTN
PSNL
ECPG
EGAN
APY
GWW
PTSI
MIC
UBNT
CLRB
CPRX
PLCE
RUBY
GRPN
HPE
BRKL
CY
VZ
NP
VC
TRUP
GWR
ENS
AVP
TENX
TTD
PING
CYTX
ARTW
SNAP
CLVS
TCCO
GNK
PVH
PVTL
AWSM
TDG
EPAM
CYCC
NSIT
LPX
PVT
VST
TCF
TREX
SNPS
AXTI
SPB
CLX
JCS
PTLA
VAC
SBUX
LEGH
CADE
AEE
SBSI
VNDA
BID
CTVA
MS
JELD
CXO
ALGT
XOMA
QRTEA
APTX
GS
CMC
KALU
AMAG
DCPH
RL
DERM
HIG
CCK
MMSI
URBN
FNSR
CWH
RTN
QLYS
UBCP
INCY
QRVO
RF
QTRX
AGE
ETFC
STAF
DBD
CLIR
DGLY
MKC
VMW
CAR
FHN
MAXR
XNCR
XON
RTRX
LYV
PDSB
OAS
GPOR
CRWD
WAL
SPRT
DAL
CLD
QRHC
CENT
SRDX
HGV
MOH
CMG
STML
MYO
BKYI
MAN
CHNG
HOLX
BJ
DIOD
BKD
TGT
CECO
WAT
IPI
DEST
SYN
BWMC
SAM
FLIR
TYPE
CMS
APD
MGTA
JBT
WRB
HNRG
NKE
ORLY
WWW
HROW
FIZZ
BIO
BLDR
ZBH
XYL
AIG
LFVN
BTU
PEN
ADMP
THS
MB
JOUT
AROC
APO
CSSE
ROAD
INT
QTWO
CNDT
CVM
SAFM
SIX
ROG
FET
MRKR
WSM
DTE
WTI
GPC
WGO
HDSN
BLIN
AM
SLGN
PINS
PAYX
LRN
WW
SNNA
LULU
APC
MCK
FNF
XLRN
CSS
THO
RMD
AEP
AQUA
VIVO
BAC
NI
UTX
CNNE
ROL
ARC
LH
BBBY
GVA
WTRH
LL
MEET
LMPX
TEX
CVS
HRL
RIGL
SIVB
GVP
CNP
LLY
RES
ENTG
MEDP
VRML
MARK
HCA
CMD
RDFN
WORK
PBCT
TAP
LKQ
MDLZ
NEWR
CALM
CROX
INSE
CDW
XENT
SKX
SAEX
SN
RVNC
ZIOP
CUO
KNX
GSKY
SWCH
CBS
SON
ALLK
DLX
AL
VTGN
DCI
TLYS
IMGN
CSBR
NEM
HL
V
MRO
HRB
VMC
HOG
AAC
SPCE
RARX
TA
CVX
CERN
MDU
H
UTHR
TMUS
TPH
SYBT
EMCF
CNSP
DHI
ESTE
XFOR
OCUL
PFE
CBMG
CCXI
HIVE
IFMK
RH
COST
NSTG
TITN
USAT
EHC
TEN
CREE
RPAY
BOX
SITE
WOW
HEI
WYND
FGEN
TRIP
P
HIIQ
STMP
WWR
QDEL
FANG
UBER
DGSE
CNX
KBH
ADM
CRZO
MGNX
HLIO
FIS
CVI
CHE
KRO
WYNN
ZTS
IBM
COUP
SSD
COLM
AEIS
BBCP
CTAS
UUU
DD
PTON
CUB
GWRS
CHS
AKS
UHAL
MMM
VRS
EAF
BAH
BRKS
IMXI
CTWS
EXAS
YEXT
DCO
NERV
FMBH
CRY
ADS
RRC
MD
CSX
YORW
COP
MTOR
GWRE
AQST
MNTA
TWTR
KIN
LODE
AAN
NXST
YETI
PLOW
IBTX
TSC
PAVM
ROAN
NINE
AKAM
KIRK
CSII
NYT
MLM
MERC
REED
MGM
PPL
X
AVAV
AMG
BURG
SBT
TDS
REXN
ROP
HHC
HD
TH
TXT
NEOG
AVTR
ARW
RMTI
DARE
MCHX
DHR
LEE
R
ARVN
CPB
B
COMM
RIOT
ATI
DXCM
SNX
WTS
SKY
COF
CPE
SUNW
CDE
PRAH
HBT
MACK
RNG
SWI
ERI
EYPT
TRHC
HBI
ARRY
MAT
CRUS
RGLD
EVBN
W
AZZ
CPIX
AES
MBIO
OMCL
VREX
RPD
OSK
CL
SIRI
ADXS
RNGR
RMBS
LOOP
CTB
NBY
JKHY
BLMT
TELL
SPLK
UAMY
ELOX
ENPH
WDAY
SEE
ALSN
ACM
SEMG
HMHC
ASB
ACHC
JBLU
AVY
REGI
CTLT
FLXN
FIVE
OLED
REGN
XPER
RHT
TMP
HEAR
CR
CHRS
PSN
BOLD
AGIO
ISRG
NUAN
NVTA
CLGX
SAVA
DOCU
MNRL
JBHT
GPN
PAYC
ZS
COG
ALE
GLG
CNR
BOKF
RGSE
VICR
SPEX
ATEN
BGFV
EDIT
HCR
CVIA
TNET
MSM
TPHS
COLB
LAWS
INDB
WSTL
LC
ALRM
ASMB
MLHR
CATB
TRNS
MYND
AMNB
UNF
CASA
FTSI
ACA
CDXS
EQX
DIT
VAPO
PETX
TREC
FFIN
CCNI
CETX
GSBC
DLB
CCS
APPF
BPFH
EVER
IAA
YRCW
MKL
INOD
BGCP
FBC
LOXO
A
NXTC
HTGM
MRSN
HMNY
HAFC
VMI
SLCA
ICPT
ATNX
SXT
ESL
AYI
NPK
AZRX
AMSF
CASH
BCO
GPX
SWAV
TIVO
BKS
BUSE
WH
ORBC
HLNE
PGTI
INST
BCEI
ZN
TILE
ACOR
EEFT
ACRS
ISBC
CYTR
FBM
FSFG
KMPH
OPRT
NFX
CNMD
WETF
CYRX
SCI
EBIX
HURC
CLSD
NFG
USEG
AMR
LIQT
HEB
CVRS
DNLI
CBB
BXG
BIOS
AGLE
CTG
XOG
BIOC
TG
SVRA
DYSL
TGTX
IIIN
OXM
TPIC
CFFN
CERC
PLT
XSPA
CMP
VLY
LKSD
AAXN
RLGY
CHH
VUZI
SYRS
INVE
GMS
IBKC
HOPE
SERV
BLD
PKBK
WOR
CPAH
GENC
TNXP
HFBC
AMRH
MLAB
SENS
CYTK
WIFI
HMSY
CGIX
CRI
SCCO
SRNE
SBGI
OFLX
ASRT
TTMI
ONVO
DMPI
PETQ
NTCT
BLCM
TCBK
OZM
MTW
RLI
TTEK
KALA
PED
KERN
ANIK
AIHS
WNC
ASGN
PHUN
MFIN
FBMS
MRNA
WTFC
AIZ
EPAY
LMAT
GPRE
BY
LJPC
RGNX
ISEE
LPCN
CBPX
GTHX
CHAP
ELVT
APDN
DFRG
CTBI
BBX
MRNS
GNC
CNA
ANGI
FULT
CHDN
XBIO
AERI
OCC
WBC
PDFS
IRMD
CCC
SLNO
MPX
MEIP
GNCA
MRTN
ATU
VIVE
HTBI
BRBR
LAUR
PEBK
FBIZ
ARLO
TBLT
GLYC
NOVA
CNAT
HLIT
VRRM
ATOS
ECHO
LBRDA
OMN
LEG
TENB
TDC
BGSF
MUSA
OHGI
MCRN
SP
DLTH
SCHN
PKE
WAIR
SMIT
RHE
BXC
NPA
AGEN
DNB
VISL
CUE
CW
RLH
RUBI
RCM
PEGI
BKTI
TXMD
OGE
PZN
WDR
PULM
GCP
PLBC
BCOV
STNL
VRNS
DTIL
THOR
ENLC
DSS
LLNW
ERII
REPL
BFST
CEIX
RVLT
WTTR
DSKE
PLUS
XXII
MPAA
ANAB
IPDN
CBM
EFII
COWN
HTLD
IPHS
USAP
RTW
MBII
ATHX
NVEC
GWB
EVR
MLI
UGI
CALA
CARA
KPTI
AGRX
UFI
GMED
ASCMA
OESX
PRGS
BPMX
CTRL
FNKO
USCR
BHTG
ONCE
NLNK
COCP
FNB
SYBX
LMFA
CVCY
PDLB
LTRX
ATNM
UTMD
EGOV
BXS
BLPH
RCUS
FCSC
AVDR
BWEN
PRVL
NTGR
JAGX
OPTN
PIXY
SAIC
CIT
AVGR
FTEK
SCPL
EPE
TTPH
PFBC
DNR
VCEL
OMF
LONE
NWBI
FAT
HSII
RBC
AIMC
PPBI
USG
DXPE
ENV
MCF
TBK
BIMI
LPTX
NBIX
ESI
PRGX
RETA
VG
DENN
UMPQ
ARMK
FSNN
MBFI
ORGO
DHX
TOCA
GATX
IMUX
NVTR
GLDD
RTTR
SABR
SGLB
AUB
HYAC
SNV
CPST
SFS
AETI
RRD
NVUS
EIGI
ORN
ANIP
EWBC
IDCC
AMN
CRS
NPTN
JEF
HHS
MDC
AKBA
FCFS
THG
SLDB
FC
PTEN
KRTX
HIL
APLS
MTX
ARES
RCMT
BHE
VTVT
OLN
PRTO
AUTO
POL
MKSI
EXPO
TPC
CLBK
MBWM
NETE
UNAM
TBBK
MDGL
ASRV
DAR
IMI
WORX
SSKN
NLS
GCAP
ATRO
FDEF
LOAN
CDXC
FRD
RUTH
SXC
ONDK
RS
RRGB
IBKR
KOSS
SAIA
ARCB
PRA
YGYI
HNGR
BSQR
JAX
VYGR
FCCO
NSPR
BWXT
WLH
FLKS
SCKT
PFIE
SBOT
BFC
MCY
FUL
POOL
DK
SNDR
KWR
PIR
KNDI
CRR
USAU
BCRX
LTXB
DTSS
ATO
LHCG
GHL
FF
NAUH
SMTX
TMCX
NK
BFAM
EVLV
MGI
MXL
TMK
CVTI
ATHN
ACY
MGLN
GTE
NXTD
ATSG
HRTX
LOVE
DCOM
PRMW
FTD
QUMU
NMRD
INNT
USNA
LSTR
MCFT
ADMS
TTI
GNMK
HCCI
TISI
LCUT
PTE
ENTA
ICBK
ZAGG
GSAT
CZNC
SASR
CARV
AKRX
PLXS
SYNL
LEDS
RYI
JCOM
ASIX
UBNK
RGS
VISI
INPX
WVVI
MPO
RMAX
MX
DRIO
DIN
FARM
WDFC
DAVE
PJT
VVUS
CJ
ALBO
UHS
HCC
EXTR
CSOD
RMG
CPS
SOI
MLNT
PLX
SCYX
AVEO
LOGM
WTER
ATIS
MVIS
ALTR
SAMG
HSGX
MHK
PBI
CFR
CTEK
PDCE
PDCO
ANGO
ZEUS
OBLN
GTN
ORA
PSDO
CORE
UEC
XELA
SSTK
LTHM
CALX
VBTX
IGC
MGRC
MBRX
TRCO
CKH
WATT
RCKY
ZUMZ
DRQ
FPRX
MANH
TORC
HCSG
STBA
SMP
ARCH
PRLB
EGY
SCON
PS
REKR
BBW
TST
FOSL
NGVT
AUMN
ODP
INGN
VSTO
CRK
MOXC
APEN
SRCE
ONCT
NGS
EVRI
HOS
MOTS
UVV
EVOP
AGFS
DYAI
RLGT
HJLI
ALIM
VHI
NOVN
TAIT
LECO
BILL
VERB
ESP
NEON
MOC
CLNE
SFBS
TWMC
CSWI
ALPN
ALTM
ACTG
PHII
NH
HTBX
GEOS
SONM
ENOB
MICT
ASPN
STRM
AGM
CBLI
RMED
CGBD
VOXX
OFIX
KOPN
AAMC
LNDC
BCLI
TALO
ADRO
VGR
ARMP
AREX
ELGX
CLXT
BELFA
XTNT
ATXI
KOP
HZN
DXLG
SELB
CLBS
ONCS
LGCY
DYNT
FTNW
MYE
KONA
EVK
PFNX
SCG
SD
MOSY
VTNR
DXYN
ICON
PTGX
CELH
CCOI
FPH
TIS
PTX
SMRT
TAST
PFMT
RECN
JAKK
OHRP
HBB
WISA
IOSP
MGEN
SSNT
MRIC
ARPO
PLXP
PIC
HNNA
OMED
SSFN
CNST
QHC
QTM
CIA
CCX
ARA
AVA
SCOR
DVCR
ICUI
TLGT
EYEN
RESN
JNCE
JBSS
NTLA
IDRA
KZR
PSTI
WIRE
VLRX
GSB
PBH
KODK
PPC
CBMB
HDP
NHC
HPR
XPEL
ROX
CTHR
GNMX
GRWG
CSLT
LINC
LTBR
ZDGE
ABIO
EKSO
ATEC
RRTS
USIO
CNCE
AMS
UFCS
IBOC
CLH
ALDX
AGR
RVP
STKS
ADOM
MNTX
CWBR
VRCA
KLXE
FRED
AHPI
ARL
UCBI
NEU
GTS
TMSR
EQBK
BRN
WKHS
TRCB
DNOW
WHLM
GEMP
ATLC
IO
AMSC
CREX
XELB
AQ
CLUB
ACMR
EEX
MXWL
CUI
IZEA
OMEX
VSI
MYOS
SRRA
CTMX
GOLF
NDRA
ADMA
INFU
GIG
GHC
JOB
HAIR
BOXL
MXC
SKIS
CIDM
SEAC
EMAN
CHFS
ACRX
PRTK
MYSZ
ARCW
INFI
PBBI
PAG
DMRC
BRID
PFSW
FTK
PDEX
UONE
FSB
AAON
MTNB
NEOS
LPTH
ACET
JVA
CAMP
DRAD
VHC
IMAC
HVT
OVID
UMRX
IVC
MTBC
AQMS
STIM
SNGX
FONR
TZOO
BSGM
FBIO
ECOM
SMBC
AXAS
AMTX
CXDC
AFI
SSY
LAZY
EML
UIS
HSON
SRT
MG
TPB
CREG
ASV
MRIN
UPL
NIHD
TRS
DFFN
ITP
INWK
FHB
AXR
FSI
BCDA
PBPB
SNSS
IPIC
OTIC
PRTY
SNES
CNET
GEC
CACC
PGNX
RFL
SYPR
TIK
FLGT
ZVO
KAI
CBK
SOLY
AWX
ARCT
KURA
BRS
ATRC
ICAD
JW
SMED
FOCS
UAVS
EVOK
CFBK
IBIO
GAIA
ACAM
POWI
DRTT
MESA
KFRC
NTIC
CYBE
BLFS
NFBK
SBCF
LTRPA
USAK
CCNE
KEYW
CCB
BCOR
CATC
TTGT
MODN
AMOT
SONA
PFS
AMBC
HMST
ATLO
EIDX
SYNC
DORM
AROW
TMDX
SGC
CASI
BOH
PUB
BABY
PEBO
KELYA
NWN
HUBB
PJC
BLBD
FSBW
CHCI
SLP
AAME
HZO
KRUS
FRGI
RGA
WNEB
ALEC
MPB
TFSL
NSCO
BKU
HCHC
GDEN
BOJA
CRTX
ATGE
BCPC
VVI
ULTI
LNTH
LABL
DNBF
ACNB
BANR
HFFG
WRLD
IIN
CNOB
SSI
NTRI
HFWA
STXS
NXEO
APOG
ATRS
RELL
VALU
ARDS
APAM
IRIX
CERS
SCHL
PLAG
GHM
CHMA
HUBG
TERP
HWKN
CTS
CRAY
STOK
SEND
FRPT
PRIM
AUBN
TACO
OSUR
NXTM
INTG
LXU
APEI
WMK
ASPU
FRSH
MTRN
SMSI
AVNW
MTEM
OSIS
SBBX
ABG
SPSC
SANW
BBOX
FRME
WINA
OVBC
USM
FPAY
FDBC
PPSI
TPTX
ACBI
TCRR
ULH
MKGI
SKYW
MATX
STRL
OGS
RLMD
SI
PIRS
NXGN
CIZN
SNDX
REV
TCI
PIH
TMHC
NTN
FUSB
SRI
AMRB
BPRN
GLOW
PCTI
ENVA
TSQ
MGPI
ONB
EZPW
KRYS
IDYA
VNCE
XERS
FFIC
USPH
CECE
VRTS
ADSW
BHB
THRM
NVFY
NURO
AMTB
KMPR
ARNA
CHUY
CTIB
APLT
LRAD
BDSI
REVG
USX
AMCI
TCDA
TCMD
CCRN
FRPH
OPBK
LUB
TUES
ABTX
OVLY
CYCN
TUSK
PVAC
LFAC
SWX
TESS
PARR
RDNT
MMI
VSEC
PATK
ACCO
CLSN
NNBR
AMEH
HSTM
HRI
AXLA
OCFC
PRTS
AGTC
PSMT
GRIF
EQH
KTB
NGM
VERU
LEXEA
MWK
HURN
NVEE
MITK
RICK
HEES
WRTC
HOTH
NKSH
LARK
BREW
SDPI
MRCY
WTBA
RFIL
GLIBA
NHTC
ECOL
MCB
ALRS
EXLS
IBCP
CIVB
CTXR
MICR
FWRD
TSRI
KALV
ZOM
ACHV
ALNA
IKNX
SNDE
MSN
SDI
VERY
BDR
BDL
TRVI
DFIN
MAYS
CUBI
HSKA
BYFC
IOR
SIC
BBSI
IDT
FCAP
SIF
CASM
MMDM
WLFC
OTEL
METC
UFAB
ISSC
IMKTA
TTEC
ANDE
WSTG
PRK
TWIN
PRCP
CVCO
KLDO
PNTG
BKI
CSGS
AMRK
CRNX
HESM
STRT
RCKT
DLA
HOOK
RST
FVE
AINC
IMPV
CNFR
NYNY
RAIL
ELMD
PFIN
SFE
VCNX
ORMP
NES
PCYG
SUMR
GMO
MIRM
VRTV
LGL
SYX
GTYH
SIFI
SUP
ROLL
UBX
THR
CAW
PLPC
PNRG
SVT
ALQA
SGBX
PZG
TRT
CNXN
MNI
INSP
CVU
AIRI
BRAC
NTIP
HF
EFBI
CCF
HFBL
ARTNA
ISDR
IBP
ANAT
AIRT
PFIS
EXTN
ISIG
SBPH
LGIH
KIDS
SCPH
VBFC
INTL
STRA
BW
KEQU
LIVX
NAVB
SAL
LTS
ASTE
CTRN
PHIO
MMAC
WEBK
YAYO
PMTS
TAYD
HSDT
CDTX
OPHC
PACK
APEX
OBCI
VNRX
INAP
DGICA
RAVE
NSSC
SURF
NSEC
CVV
SHOS
ASFI
OPB
IHC
CSFL
GABC
VTSI
STND
MJCO
RELV
SRRK
CPHC
ANIX
SEEL
FULC
TBIO
ALJJ
MNLO
SNOA
POLA
DMTK
OTTR
CRD
CYAN
ORGS
JJSF
GSIT
MHO
SSB
FTAI
LCII
